,episode,error,iteration,time,reward
103,1,1.67E-06,3,0.112,0
104,1,1.72E-06,3,0.114,0
105,1,1.77E-06,3,0.116,0
106,1,1.82E-06,3,0.118,0
107,1,1.86E-06,3,0.12,0
108,1,1.88E-06,3,0.122,0
109,1,1.89E-06,3,0.124,0
110,1,1.88E-06,3,0.126,0
111,1,1.84E-06,3,0.128,0
112,1,1.79E-06,3,0.13,0
113,1,1.71E-06,3,0.132,0
114,1,1.62E-06,3,0.134,0
115,1,1.52E-06,3,0.136,0
116,1,1.41E-06,3,0.138,0
117,1,1.30E-06,3,0.14,0
118,1,1.19E-06,3,0.142,0
119,1,1.09E-06,3,0.144,0
120,1,1.00E-06,3,0.146,0
121,1,9.28E-07,3,0.148,0
122,1,8.70E-07,3,0.15,0
123,1,8.29E-07,3,0.152,0
124,1,8.04E-07,3,0.154,0
125,1,7.94E-07,3,0.156,0
126,1,7.96E-07,3,0.158,0
127,1,8.08E-07,3,0.16,0
128,1,8.25E-07,3,0.162,0
129,1,8.44E-07,3,0.164,0
130,1,8.62E-07,3,0.166,0
131,1,8.76E-07,3,0.168,0
132,1,8.82E-07,3,0.17,0
133,1,8.79E-07,3,0.172,0
134,1,8.66E-07,3,0.174,0
135,1,8.43E-07,3,0.176,0
136,1,8.10E-07,3,0.178,0
137,1,7.68E-07,3,0.18,0
138,1,7.19E-07,3,0.182,0
139,1,6.65E-07,3,0.184,0
140,1,6.09E-07,3,0.186,0
141,1,5.53E-07,3,0.188,0
142,1,5.00E-07,3,0.19,0
143,1,4.51E-07,3,0.192,0
144,1,4.10E-07,3,0.194,0
145,1,3.76E-07,3,0.196,0
146,1,3.50E-07,3,0.198,0
147,1,3.33E-07,3,0.2,0
148,1,3.24E-07,3,0.202,0
149,1,3.22E-07,3,0.204,0
150,1,3.26E-07,3,0.206,0
0,1,0,4,-0.094,0
1,1,-1.24E-09,4,-0.092,0
2,1,-2.47E-09,4,-0.09,0
3,1,-3.70E-09,4,-0.088,0
4,1,-4.93E-09,4,-0.086,0
5,1,-6.14E-09,4,-0.084,0
6,1,-7.36E-09,4,-0.082,0
7,1,-8.56E-09,4,-0.08,0
8,1,-9.77E-09,4,-0.078,0
9,1,-1.10E-08,4,-0.076,0
10,1,-1.21E-08,4,-0.074,0
11,1,-1.33E-08,4,-0.072,0
12,1,-1.45E-08,4,-0.07,0
13,1,-1.57E-08,4,-0.068,0
14,1,-1.68E-08,4,-0.066,0
15,1,-1.79E-08,4,-0.064,0
16,1,-1.91E-08,4,-0.062,0
17,1,-2.02E-08,4,-0.06,0
18,1,-2.13E-08,4,-0.058,0
19,1,-2.24E-08,4,-0.056,0
20,1,-2.35E-08,4,-0.054,0
21,1,-2.45E-08,4,-0.052,0
22,1,-2.56E-08,4,-0.05,0
23,1,-2.67E-08,4,-0.048,0
24,1,-2.77E-08,4,-0.046,0
25,1,-2.88E-08,4,-0.044,0
26,1,-2.98E-08,4,-0.042,0
27,1,-3.08E-08,4,-0.04,0
28,1,-3.18E-08,4,-0.038,0
29,1,-3.28E-08,4,-0.036,0
30,1,-3.38E-08,4,-0.034,0
31,1,-3.48E-08,4,-0.032,0
32,1,-3.58E-08,4,-0.03,0
33,1,-3.67E-08,4,-0.028,0
34,1,-3.77E-08,4,-0.026,0
35,1,-3.86E-08,4,-0.024,0
36,1,-3.96E-08,4,-0.022,0
37,1,-4.05E-08,4,-0.02,0
38,1,-4.14E-08,4,-0.018,0
39,1,-4.23E-08,4,-0.016,0
40,1,-4.32E-08,4,-0.014,0
41,1,-4.41E-08,4,-0.012,0
42,1,-4.49E-08,4,-0.01,0
43,1,-4.58E-08,4,-0.008,0
44,1,-4.66E-08,4,-0.006,0
45,1,-4.60E-08,4,-0.004,0
46,1,-3.23E-08,4,-0.002,0
47,1,8.38E-09,4,0,0
48,1,8.43E-08,4,0.002,0
49,1,3.53E-07,4,0.004,0
50,1,1.05E-06,4,0.006,0
51,1,1.04E-06,4,0.008,0
52,1,3.06E-07,4,0.01,0
53,1,-7.86E-07,4,0.012,0
54,1,-1.99E-06,4,0.014,0
55,1,-3.05E-06,4,0.016,0
56,1,-3.83E-06,4,0.018,0
57,1,-4.28E-06,4,0.02,0
58,1,-4.41E-06,4,0.022,0
59,1,-4.29E-06,4,0.024,0
60,1,-4.02E-06,4,0.026,0
61,1,-3.66E-06,4,0.028,0
62,1,-3.28E-06,4,0.03,0
63,1,-2.91E-06,4,0.032,0
64,1,-2.58E-06,4,0.034,0
65,1,-2.27E-06,4,0.036,0
66,1,-1.99E-06,4,0.038,0
67,1,-1.71E-06,4,0.04,0
68,1,-1.44E-06,4,0.042,0
69,1,-1.16E-06,4,0.044,0
70,1,-8.69E-07,4,0.046,0
71,1,-5.77E-07,4,0.048,0
72,1,-2.86E-07,4,0.05,0
73,1,-4.11E-09,4,0.052,0
74,1,2.63E-07,4,0.054,0
75,1,5.08E-07,4,0.056,0
76,1,7.28E-07,4,0.058,0
77,1,9.19E-07,4,0.06,0
78,1,1.08E-06,4,0.062,0
79,1,1.21E-06,4,0.064,0
80,1,1.31E-06,4,0.066,0
81,1,1.39E-06,4,0.068,0
82,1,1.44E-06,4,0.07,0
83,1,1.47E-06,4,0.072,0
84,1,1.48E-06,4,0.074,0
85,1,1.48E-06,4,0.076,0
86,1,1.47E-06,4,0.078,0
87,1,1.46E-06,4,0.08,0
88,1,1.44E-06,4,0.082,0
89,1,1.42E-06,4,0.084,0
90,1,1.41E-06,4,0.086,0
91,1,1.40E-06,4,0.088,0
92,1,1.40E-06,4,0.09,0
93,1,1.40E-06,4,0.092,0
94,1,1.41E-06,4,0.094,0
95,1,1.42E-06,4,0.096,0
96,1,1.43E-06,4,0.098,0
97,1,1.44E-06,4,0.1,0
98,1,1.45E-06,4,0.102,0
99,1,1.45E-06,4,0.104,0
100,1,1.45E-06,4,0.106,0
101,1,1.45E-06,4,0.108,0
102,1,1.43E-06,4,0.11,0
103,1,1.41E-06,4,0.112,0
104,1,1.38E-06,4,0.114,0
105,1,1.35E-06,4,0.116,0
106,1,1.30E-06,4,0.118,0
107,1,1.26E-06,4,0.12,0
108,1,1.20E-06,4,0.122,0
109,1,1.15E-06,4,0.124,0
110,1,1.10E-06,4,0.126,0
111,1,1.05E-06,4,0.128,0
112,1,1.00E-06,4,0.13,0
113,1,9.60E-07,4,0.132,0
114,1,9.23E-07,4,0.134,0
115,1,8.90E-07,4,0.136,0
116,1,8.63E-07,4,0.138,0
117,1,8.41E-07,4,0.14,0
118,1,8.24E-07,4,0.142,0
119,1,8.10E-07,4,0.144,0
120,1,7.98E-07,4,0.146,0
121,1,7.87E-07,4,0.148,0
122,1,7.77E-07,4,0.15,0
123,1,7.66E-07,4,0.152,0
124,1,7.54E-07,4,0.154,0
125,1,7.39E-07,4,0.156,0
126,1,7.21E-07,4,0.158,0
127,1,7.00E-07,4,0.16,0
128,1,6.77E-07,4,0.162,0
129,1,6.51E-07,4,0.164,0
130,1,6.22E-07,4,0.166,0
131,1,5.93E-07,4,0.168,0
132,1,5.62E-07,4,0.17,0
133,1,5.32E-07,4,0.172,0
134,1,5.03E-07,4,0.174,0
135,1,4.75E-07,4,0.176,0
136,1,4.50E-07,4,0.178,0
137,1,4.27E-07,4,0.18,0
138,1,4.08E-07,4,0.182,0
139,1,3.91E-07,4,0.184,0
140,1,3.77E-07,4,0.186,0
141,1,3.66E-07,4,0.188,0
142,1,3.57E-07,4,0.19,0
143,1,3.50E-07,4,0.192,0
144,1,3.44E-07,4,0.194,0
145,1,3.38E-07,4,0.196,0
146,1,3.33E-07,4,0.198,0
147,1,3.27E-07,4,0.2,0
148,1,3.21E-07,4,0.202,0
149,1,3.13E-07,4,0.204,0
150,1,3.04E-07,4,0.206,0
0,1,0,5,-0.094,0
1,1,-2.41E-09,5,-0.092,0
2,1,-4.82E-09,5,-0.09,0
3,1,-7.21E-09,5,-0.088,0
4,1,-9.59E-09,5,-0.086,0
5,1,-1.20E-08,5,-0.084,0
6,1,-1.43E-08,5,-0.082,0
7,1,-1.67E-08,5,-0.08,0
8,1,-1.90E-08,5,-0.078,0
9,1,-2.13E-08,5,-0.076,0
10,1,-2.36E-08,5,-0.074,0
11,1,-2.59E-08,5,-0.072,0
12,1,-2.82E-08,5,-0.07,0
13,1,-3.04E-08,5,-0.068,0
14,1,-3.26E-08,5,-0.066,0
15,1,-3.48E-08,5,-0.064,0
16,1,-3.70E-08,5,-0.062,0
17,1,-3.92E-08,5,-0.06,0
18,1,-4.14E-08,5,-0.058,0
19,1,-4.35E-08,5,-0.056,0
20,1,-4.56E-08,5,-0.054,0
21,1,-4.77E-08,5,-0.052,0
22,1,-4.98E-08,5,-0.05,0
23,1,-5.18E-08,5,-0.048,0
24,1,-5.38E-08,5,-0.046,0
25,1,-5.59E-08,5,-0.044,0
26,1,-5.79E-08,5,-0.042,0
27,1,-5.98E-08,5,-0.04,0
28,1,-6.18E-08,5,-0.038,0
29,1,-6.38E-08,5,-0.036,0
30,1,-6.57E-08,5,-0.034,0
31,1,-6.76E-08,5,-0.032,0
32,1,-6.95E-08,5,-0.03,0
33,1,-7.14E-08,5,-0.028,0
34,1,-7.32E-08,5,-0.026,0
35,1,-7.50E-08,5,-0.024,0
36,1,-7.69E-08,5,-0.022,0
37,1,-7.86E-08,5,-0.02,0
38,1,-8.04E-08,5,-0.018,0
39,1,-8.22E-08,5,-0.016,0
40,1,-8.39E-08,5,-0.014,0
41,1,-8.56E-08,5,-0.012,0
42,1,-8.73E-08,5,-0.01,0
43,1,-8.89E-08,5,-0.008,0
44,1,-9.06E-08,5,-0.006,0
45,1,-9.08E-08,5,-0.004,0
46,1,-7.78E-08,5,-0.002,0
47,1,-3.79E-08,5,0,0
48,1,3.73E-08,5,0.002,0
49,1,3.05E-07,5,0.004,0
50,1,1.32E-06,5,0.006,0
51,1,3.14E-06,5,0.008,0
52,1,5.47E-06,5,0.01,0
53,1,7.94E-06,5,0.012,0
54,1,1.02E-05,5,0.014,0
55,1,1.21E-05,5,0.016,0
56,1,1.35E-05,5,0.018,0
57,1,1.45E-05,5,0.02,0
58,1,1.45E-05,5,0.022,0
59,1,1.34E-05,5,0.024,0
60,1,1.19E-05,5,0.026,0
61,1,1.04E-05,5,0.028,0
62,1,9.14E-06,5,0.03,0
63,1,8.37E-06,5,0.032,0
64,1,8.06E-06,5,0.034,0
65,1,8.08E-06,5,0.036,0
66,1,8.30E-06,5,0.038,0
67,1,8.58E-06,5,0.04,0
68,1,8.81E-06,5,0.042,0
69,1,8.93E-06,5,0.044,0
70,1,8.93E-06,5,0.046,0
71,1,8.83E-06,5,0.048,0
72,1,8.65E-06,5,0.05,0
73,1,8.44E-06,5,0.052,0
74,1,8.23E-06,5,0.054,0
75,1,8.04E-06,5,0.056,0
76,1,7.89E-06,5,0.058,0
77,1,7.79E-06,5,0.06,0
78,1,7.73E-06,5,0.062,0
79,1,7.69E-06,5,0.064,0
80,1,7.68E-06,5,0.066,0
81,1,7.67E-06,5,0.068,0
82,1,7.66E-06,5,0.07,0
83,1,7.64E-06,5,0.072,0
84,1,7.60E-06,5,0.074,0
85,1,7.54E-06,5,0.076,0
86,1,7.45E-06,5,0.078,0
87,1,7.33E-06,5,0.08,0
88,1,7.19E-06,5,0.082,0
89,1,7.01E-06,5,0.084,0
90,1,6.81E-06,5,0.086,0
91,1,6.59E-06,5,0.088,0
92,1,6.35E-06,5,0.09,0
93,1,6.11E-06,5,0.092,0
94,1,5.86E-06,5,0.094,0
95,1,5.61E-06,5,0.096,0
96,1,5.38E-06,5,0.098,0
97,1,5.16E-06,5,0.1,0
98,1,4.96E-06,5,0.102,0
99,1,4.77E-06,5,0.104,0
100,1,4.62E-06,5,0.106,0
101,1,4.48E-06,5,0.108,0
102,1,4.36E-06,5,0.11,0
103,1,4.27E-06,5,0.112,0
104,1,4.18E-06,5,0.114,0
105,1,4.11E-06,5,0.116,0
106,1,4.04E-06,5,0.118,0
107,1,3.97E-06,5,0.12,0
108,1,3.90E-06,5,0.122,0
109,1,3.82E-06,5,0.124,0
110,1,3.74E-06,5,0.126,0
111,1,3.64E-06,5,0.128,0
112,1,3.53E-06,5,0.13,0
113,1,3.41E-06,5,0.132,0
114,1,3.29E-06,5,0.134,0
115,1,3.15E-06,5,0.136,0
116,1,3.02E-06,5,0.138,0
117,1,2.88E-06,5,0.14,0
118,1,2.74E-06,5,0.142,0
119,1,2.61E-06,5,0.144,0
120,1,2.48E-06,5,0.146,0
121,1,2.36E-06,5,0.148,0
122,1,2.26E-06,5,0.15,0
123,1,2.17E-06,5,0.152,0
124,1,2.09E-06,5,0.154,0
125,1,2.02E-06,5,0.156,0
126,1,1.96E-06,5,0.158,0
127,1,1.91E-06,5,0.16,0
128,1,1.87E-06,5,0.162,0
129,1,1.84E-06,5,0.164,0
130,1,1.80E-06,5,0.166,0
131,1,1.77E-06,5,0.168,0
132,1,1.73E-06,5,0.17,0
133,1,1.69E-06,5,0.172,0
134,1,1.65E-06,5,0.174,0
135,1,1.60E-06,5,0.176,0
136,1,1.55E-06,5,0.178,0
137,1,1.49E-06,5,0.18,0
138,1,1.43E-06,5,0.182,0
139,1,1.36E-06,5,0.184,0
140,1,1.30E-06,5,0.186,0
141,1,1.23E-06,5,0.188,0
142,1,1.16E-06,5,0.19,0
143,1,1.10E-06,5,0.192,0
144,1,1.04E-06,5,0.194,0
145,1,9.91E-07,5,0.196,0
146,1,9.44E-07,5,0.198,0
147,1,9.04E-07,5,0.2,0
148,1,8.69E-07,5,0.202,0
149,1,8.41E-07,5,0.204,0
150,1,8.17E-07,5,0.206,0
0,1,0,6,-0.094,0
1,1,6.76E-11,6,-0.092,0
2,1,1.33E-10,6,-0.09,0
3,1,1.95E-10,6,-0.088,0
4,1,2.54E-10,6,-0.086,0
5,1,3.10E-10,6,-0.084,0
6,1,3.63E-10,6,-0.082,0
7,1,4.14E-10,6,-0.08,0
8,1,4.62E-10,6,-0.078,0
9,1,5.08E-10,6,-0.076,0
10,1,5.54E-10,6,-0.074,0
11,1,5.99E-10,6,-0.072,0
12,1,6.43E-10,6,-0.07,0
13,1,6.88E-10,6,-0.068,0
14,1,7.34E-10,6,-0.066,0
15,1,7.81E-10,6,-0.064,0
16,1,8.28E-10,6,-0.062,0
17,1,8.77E-10,6,-0.06,0
18,1,9.27E-10,6,-0.058,0
19,1,9.77E-10,6,-0.056,0
20,1,1.03E-09,6,-0.054,0
21,1,1.08E-09,6,-0.052,0
22,1,1.13E-09,6,-0.05,0
23,1,1.18E-09,6,-0.048,0
24,1,1.23E-09,6,-0.046,0
25,1,1.28E-09,6,-0.044,0
26,1,1.33E-09,6,-0.042,0
27,1,1.37E-09,6,-0.04,0
28,1,1.42E-09,6,-0.038,0
29,1,1.46E-09,6,-0.036,0
30,1,1.50E-09,6,-0.034,0
31,1,1.54E-09,6,-0.032,0
32,1,1.58E-09,6,-0.03,0
33,1,1.61E-09,6,-0.028,0
34,1,1.65E-09,6,-0.026,0
35,1,1.69E-09,6,-0.024,0
36,1,1.72E-09,6,-0.022,0
37,1,1.76E-09,6,-0.02,0
38,1,1.80E-09,6,-0.018,0
39,1,1.84E-09,6,-0.016,0
40,1,1.88E-09,6,-0.014,0
41,1,1.91E-09,6,-0.012,0
42,1,1.95E-09,6,-0.01,0
43,1,1.99E-09,6,-0.008,0
44,1,2.03E-09,6,-0.006,0
45,1,3.48E-09,6,-0.004,0
46,1,1.81E-08,6,-0.002,0
47,1,5.96E-08,6,0,0
48,1,1.36E-07,6,0.002,0
49,1,4.06E-07,6,0.004,0
50,1,1.42E-06,6,0.006,0
51,1,3.25E-06,6,0.008,0
52,1,5.58E-06,6,0.01,0
53,1,8.04E-06,6,0.012,0
54,1,1.03E-05,6,0.014,0
55,1,1.22E-05,6,0.016,0
56,1,1.37E-05,6,0.018,0
57,1,1.47E-05,6,0.02,0
58,1,1.53E-05,6,0.022,0
59,1,1.58E-05,6,0.024,0
60,1,1.61E-05,6,0.026,0
61,1,1.63E-05,6,0.028,0
62,1,1.65E-05,6,0.03,0
63,1,1.67E-05,6,0.032,0
64,1,1.69E-05,6,0.034,0
65,1,1.64E-05,6,0.036,0
66,1,1.40E-05,6,0.038,0
67,1,1.06E-05,6,0.04,0
68,1,6.64E-06,6,0.042,0
69,1,2.87E-06,6,0.044,0
70,1,-3.08E-07,6,0.046,0
71,1,-2.72E-06,6,0.048,0
72,1,-4.36E-06,6,0.05,0
73,1,-5.38E-06,6,0.052,0
74,1,-5.96E-06,6,0.054,0
75,1,-6.28E-06,6,0.056,0
76,1,-6.47E-06,6,0.058,0
77,1,-6.62E-06,6,0.06,0
78,1,-6.76E-06,6,0.062,0
79,1,-6.89E-06,6,0.064,0
80,1,-6.98E-06,6,0.066,0
81,1,-7.00E-06,6,0.068,0
82,1,-6.93E-06,6,0.07,0
83,1,-6.76E-06,6,0.072,0
84,1,-6.49E-06,6,0.074,0
85,1,-6.15E-06,6,0.076,0
86,1,-5.75E-06,6,0.078,0
87,1,-5.31E-06,6,0.08,0
88,1,-4.88E-06,6,0.082,0
89,1,-4.46E-06,6,0.084,0
90,1,-4.08E-06,6,0.086,0
91,1,-3.76E-06,6,0.088,0
92,1,-3.49E-06,6,0.09,0
93,1,-3.28E-06,6,0.092,0
94,1,-3.14E-06,6,0.094,0
95,1,-3.05E-06,6,0.096,0
96,1,-3.00E-06,6,0.098,0
97,1,-2.99E-06,6,0.1,0
98,1,-3.01E-06,6,0.102,0
99,1,-3.04E-06,6,0.104,0
100,1,-3.07E-06,6,0.106,0
101,1,-3.09E-06,6,0.108,0
102,1,-3.09E-06,6,0.11,0
103,1,-3.06E-06,6,0.112,0
104,1,-3.01E-06,6,0.114,0
105,1,-2.92E-06,6,0.116,0
106,1,-2.80E-06,6,0.118,0
107,1,-2.66E-06,6,0.12,0
108,1,-2.48E-06,6,0.122,0
109,1,-2.30E-06,6,0.124,0
110,1,-2.10E-06,6,0.126,0
111,1,-1.91E-06,6,0.128,0
112,1,-1.72E-06,6,0.13,0
113,1,-1.55E-06,6,0.132,0
114,1,-1.40E-06,6,0.134,0
115,1,-1.28E-06,6,0.136,0
116,1,-1.18E-06,6,0.138,0
117,1,-1.11E-06,6,0.14,0
118,1,-1.08E-06,6,0.142,0
119,1,-1.06E-06,6,0.144,0
120,1,-1.07E-06,6,0.146,0
121,1,-1.10E-06,6,0.148,0
122,1,-1.13E-06,6,0.15,0
123,1,-1.17E-06,6,0.152,0
124,1,-1.20E-06,6,0.154,0
125,1,-1.23E-06,6,0.156,0
126,1,-1.25E-06,6,0.158,0
127,1,-1.25E-06,6,0.16,0
128,1,-1.23E-06,6,0.162,0
129,1,-1.20E-06,6,0.164,0
130,1,-1.15E-06,6,0.166,0
131,1,-1.08E-06,6,0.168,0
132,1,-1.01E-06,6,0.17,0
133,1,-9.24E-07,6,0.172,0
134,1,-8.37E-07,6,0.174,0
135,1,-7.51E-07,6,0.176,0
136,1,-6.70E-07,6,0.178,0
137,1,-5.96E-07,6,0.18,0
138,1,-5.34E-07,6,0.182,0
139,1,-4.85E-07,6,0.184,0
140,1,-4.50E-07,6,0.186,0
141,1,-4.29E-07,6,0.188,0
142,1,-4.21E-07,6,0.19,0
143,1,-4.25E-07,6,0.192,0
144,1,-4.38E-07,6,0.194,0
145,1,-4.57E-07,6,0.196,0
146,1,-4.80E-07,6,0.198,0
147,1,-5.04E-07,6,0.2,0
148,1,-5.25E-07,6,0.202,0
149,1,-5.41E-07,6,0.204,0
150,1,-5.50E-07,6,0.206,0
0,1,0,7,-0.094,0
1,1,-1.65E-09,7,-0.092,0
2,1,-3.30E-09,7,-0.09,0
3,1,-4.93E-09,7,-0.088,0
4,1,-6.56E-09,7,-0.086,0
5,1,-8.18E-09,7,-0.084,0
6,1,-9.79E-09,7,-0.082,0
7,1,-1.14E-08,7,-0.08,0
8,1,-1.30E-08,7,-0.078,0
9,1,-1.46E-08,7,-0.076,0
10,1,-1.62E-08,7,-0.074,0
11,1,-1.77E-08,7,-0.072,0
12,1,-1.93E-08,7,-0.07,0
13,1,-2.08E-08,7,-0.068,0
14,1,-2.23E-08,7,-0.066,0
15,1,-2.39E-08,7,-0.064,0
16,1,-2.54E-08,7,-0.062,0
17,1,-2.69E-08,7,-0.06,0
18,1,-2.83E-08,7,-0.058,0
19,1,-2.98E-08,7,-0.056,0
20,1,-3.12E-08,7,-0.054,0
21,1,-3.27E-08,7,-0.052,0
22,1,-3.41E-08,7,-0.05,0
23,1,-3.55E-08,7,-0.048,0
24,1,-3.69E-08,7,-0.046,0
25,1,-3.83E-08,7,-0.044,0
26,1,-3.96E-08,7,-0.042,0
27,1,-4.10E-08,7,-0.04,0
28,1,-4.23E-08,7,-0.038,0
29,1,-4.37E-08,7,-0.036,0
30,1,-4.50E-08,7,-0.034,0
31,1,-4.63E-08,7,-0.032,0
32,1,-4.76E-08,7,-0.03,0
33,1,-4.89E-08,7,-0.028,0
34,1,-5.01E-08,7,-0.026,0
35,1,-5.14E-08,7,-0.024,0
36,1,-5.26E-08,7,-0.022,0
37,1,-5.39E-08,7,-0.02,0
38,1,-5.51E-08,7,-0.018,0
39,1,-5.63E-08,7,-0.016,0
40,1,-5.75E-08,7,-0.014,0
41,1,-5.86E-08,7,-0.012,0
42,1,-5.98E-08,7,-0.01,0
43,1,-6.09E-08,7,-0.008,0
44,1,-6.20E-08,7,-0.006,0
45,1,-6.17E-08,7,-0.004,0
46,1,-4.82E-08,7,-0.002,0
47,1,-7.84E-09,7,0,0
48,1,6.78E-08,7,0.002,0
49,1,3.36E-07,7,0.004,0
50,1,1.35E-06,7,0.006,0
51,1,3.18E-06,7,0.008,0
52,1,5.51E-06,7,0.01,0
