,episode,error,iteration,time,reward
53,1,7.97E-06,7,0.012,0
54,1,1.02E-05,7,0.014,0
55,1,1.21E-05,7,0.016,0
56,1,1.36E-05,7,0.018,0
57,1,1.45E-05,7,0.02,0
58,1,1.41E-05,7,0.022,0
59,1,1.20E-05,7,0.024,0
60,1,9.24E-06,7,0.026,0
61,1,6.37E-06,7,0.028,0
62,1,3.97E-06,7,0.03,0
63,1,2.31E-06,7,0.032,0
64,1,1.40E-06,7,0.034,0
65,1,1.12E-06,7,0.036,0
66,1,1.24E-06,7,0.038,0
67,1,1.56E-06,7,0.04,0
68,1,1.90E-06,7,0.042,0
69,1,2.16E-06,7,0.044,0
70,1,2.29E-06,7,0.046,0
71,1,2.30E-06,7,0.048,0
72,1,2.24E-06,7,0.05,0
73,1,2.14E-06,7,0.052,0
74,1,2.06E-06,7,0.054,0
75,1,2.02E-06,7,0.056,0
76,1,2.05E-06,7,0.058,0
77,1,2.14E-06,7,0.06,0
78,1,2.30E-06,7,0.062,0
79,1,2.50E-06,7,0.064,0
80,1,2.72E-06,7,0.066,0
81,1,2.95E-06,7,0.068,0
82,1,3.17E-06,7,0.07,0
83,1,3.36E-06,7,0.072,0
84,1,3.52E-06,7,0.074,0
85,1,3.63E-06,7,0.076,0
86,1,3.70E-06,7,0.078,0
87,1,3.72E-06,7,0.08,0
88,1,3.69E-06,7,0.082,0
89,1,3.62E-06,7,0.084,0
90,1,3.50E-06,7,0.086,0
91,1,3.36E-06,7,0.088,0
92,1,3.19E-06,7,0.09,0
93,1,3.02E-06,7,0.092,0
94,1,2.83E-06,7,0.094,0
95,1,2.66E-06,7,0.096,0
96,1,2.50E-06,7,0.098,0
97,1,2.35E-06,7,0.1,0
98,1,2.24E-06,7,0.102,0
99,1,2.15E-06,7,0.104,0
100,1,2.09E-06,7,0.106,0
101,1,2.06E-06,7,0.108,0
102,1,2.05E-06,7,0.11,0
103,1,2.06E-06,7,0.112,0
104,1,2.08E-06,7,0.114,0
105,1,2.11E-06,7,0.116,0
106,1,2.14E-06,7,0.118,0
107,1,2.16E-06,7,0.12,0
108,1,2.18E-06,7,0.122,0
109,1,2.17E-06,7,0.124,0
110,1,2.15E-06,7,0.126,0
111,1,2.11E-06,7,0.128,0
112,1,2.05E-06,7,0.13,0
113,1,1.97E-06,7,0.132,0
114,1,1.88E-06,7,0.134,0
115,1,1.77E-06,7,0.136,0
116,1,1.66E-06,7,0.138,0
117,1,1.55E-06,7,0.14,0
118,1,1.43E-06,7,0.142,0
119,1,1.33E-06,7,0.144,0
120,1,1.23E-06,7,0.146,0
121,1,1.15E-06,7,0.148,0
122,1,1.09E-06,7,0.15,0
123,1,1.04E-06,7,0.152,0
124,1,1.00E-06,7,0.154,0
125,1,9.80E-07,7,0.156,0
126,1,9.71E-07,7,0.158,0
127,1,9.72E-07,7,0.16,0
128,1,9.79E-07,7,0.162,0
129,1,9.89E-07,7,0.164,0
130,1,9.98E-07,7,0.166,0
131,1,1.00E-06,7,0.168,0
132,1,1.00E-06,7,0.17,0
133,1,9.98E-07,7,0.172,0
134,1,9.81E-07,7,0.174,0
135,1,9.56E-07,7,0.176,0
136,1,9.21E-07,7,0.178,0
137,1,8.78E-07,7,0.18,0
138,1,8.28E-07,7,0.182,0
139,1,7.74E-07,7,0.184,0
140,1,7.17E-07,7,0.186,0
141,1,6.60E-07,7,0.188,0
142,1,6.05E-07,7,0.19,0
143,1,5.55E-07,7,0.192,0
144,1,5.10E-07,7,0.194,0
145,1,4.73E-07,7,0.196,0
146,1,4.43E-07,7,0.198,0
147,1,4.22E-07,7,0.2,0
148,1,4.08E-07,7,0.202,0
149,1,4.01E-07,7,0.204,0
150,1,3.99E-07,7,0.206,0
0,1,0,8,-0.094,0
1,1,-1.31E-09,8,-0.092,0
2,1,-2.61E-09,8,-0.09,0
3,1,-3.91E-09,8,-0.088,0
4,1,-5.21E-09,8,-0.086,0
5,1,-6.49E-09,8,-0.084,0
6,1,-7.77E-09,8,-0.082,0
7,1,-9.05E-09,8,-0.08,0
8,1,-1.03E-08,8,-0.078,0
9,1,-1.16E-08,8,-0.076,0
10,1,-1.28E-08,8,-0.074,0
11,1,-1.41E-08,8,-0.072,0
12,1,-1.53E-08,8,-0.07,0
13,1,-1.65E-08,8,-0.068,0
14,1,-1.77E-08,8,-0.066,0
15,1,-1.89E-08,8,-0.064,0
16,1,-2.01E-08,8,-0.062,0
17,1,-2.13E-08,8,-0.06,0
18,1,-2.25E-08,8,-0.058,0
19,1,-2.36E-08,8,-0.056,0
20,1,-2.48E-08,8,-0.054,0
21,1,-2.59E-08,8,-0.052,0
22,1,-2.71E-08,8,-0.05,0
23,1,-2.82E-08,8,-0.048,0
24,1,-2.93E-08,8,-0.046,0
25,1,-3.04E-08,8,-0.044,0
26,1,-3.15E-08,8,-0.042,0
27,1,-3.25E-08,8,-0.04,0
28,1,-3.36E-08,8,-0.038,0
29,1,-3.47E-08,8,-0.036,0
30,1,-3.57E-08,8,-0.034,0
31,1,-3.68E-08,8,-0.032,0
32,1,-3.78E-08,8,-0.03,0
33,1,-3.88E-08,8,-0.028,0
34,1,-3.98E-08,8,-0.026,0
35,1,-4.08E-08,8,-0.024,0
36,1,-4.18E-08,8,-0.022,0
37,1,-4.28E-08,8,-0.02,0
38,1,-4.37E-08,8,-0.018,0
39,1,-4.47E-08,8,-0.016,0
40,1,-4.56E-08,8,-0.014,0
41,1,-4.65E-08,8,-0.012,0
42,1,-4.75E-08,8,-0.01,0
43,1,-4.84E-08,8,-0.008,0
44,1,-4.92E-08,8,-0.006,0
45,1,-4.87E-08,8,-0.004,0
46,1,-3.50E-08,8,-0.002,0
47,1,5.61E-09,8,0,0
48,1,8.15E-08,8,0.002,0
49,1,3.50E-07,8,0.004,0
50,1,1.05E-06,8,0.006,0
51,1,1.03E-06,8,0.008,0
52,1,2.99E-07,8,0.01,0
53,1,-7.79E-07,8,0.012,0
54,1,-1.95E-06,8,0.014,0
55,1,-2.98E-06,8,0.016,0
56,1,-3.71E-06,8,0.018,0
57,1,-4.10E-06,8,0.02,0
58,1,-4.17E-06,8,0.022,0
59,1,-4.01E-06,8,0.024,0
60,1,-3.69E-06,8,0.026,0
61,1,-3.29E-06,8,0.028,0
62,1,-2.88E-06,8,0.03,0
63,1,-2.49E-06,8,0.032,0
64,1,-2.14E-06,8,0.034,0
65,1,-1.82E-06,8,0.036,0
66,1,-1.52E-06,8,0.038,0
67,1,-1.23E-06,8,0.04,0
68,1,-9.52E-07,8,0.042,0
69,1,-6.66E-07,8,0.044,0
70,1,-3.76E-07,8,0.046,0
71,1,-8.50E-08,8,0.048,0
72,1,2.02E-07,8,0.05,0
73,1,4.79E-07,8,0.052,0
74,1,7.38E-07,8,0.054,0
75,1,9.75E-07,8,0.056,0
76,1,1.18E-06,8,0.058,0
77,1,1.36E-06,8,0.06,0
78,1,1.51E-06,8,0.062,0
79,1,1.63E-06,8,0.064,0
80,1,1.72E-06,8,0.066,0
81,1,1.78E-06,8,0.068,0
82,1,1.82E-06,8,0.07,0
83,1,1.84E-06,8,0.072,0
84,1,1.84E-06,8,0.074,0
85,1,1.83E-06,8,0.076,0
86,1,1.81E-06,8,0.078,0
87,1,1.78E-06,8,0.08,0
88,1,1.76E-06,8,0.082,0
89,1,1.73E-06,8,0.084,0
90,1,1.71E-06,8,0.086,0
91,1,1.69E-06,8,0.088,0
92,1,1.68E-06,8,0.09,0
93,1,1.68E-06,8,0.092,0
94,1,1.67E-06,8,0.094,0
95,1,1.68E-06,8,0.096,0
96,1,1.68E-06,8,0.098,0
97,1,1.68E-06,8,0.1,0
98,1,1.68E-06,8,0.102,0
99,1,1.68E-06,8,0.104,0
100,1,1.67E-06,8,0.106,0
101,1,1.66E-06,8,0.108,0
102,1,1.63E-06,8,0.11,0
103,1,1.60E-06,8,0.112,0
104,1,1.57E-06,8,0.114,0
105,1,1.52E-06,8,0.116,0
106,1,1.47E-06,8,0.118,0
107,1,1.42E-06,8,0.12,0
108,1,1.36E-06,8,0.122,0
109,1,1.31E-06,8,0.124,0
110,1,1.25E-06,8,0.126,0
111,1,1.19E-06,8,0.128,0
112,1,1.14E-06,8,0.13,0
113,1,1.10E-06,8,0.132,0
114,1,1.05E-06,8,0.134,0
115,1,1.02E-06,8,0.136,0
116,1,9.87E-07,8,0.138,0
117,1,9.62E-07,8,0.14,0
118,1,9.40E-07,8,0.142,0
119,1,9.22E-07,8,0.144,0
120,1,9.07E-07,8,0.146,0
121,1,8.93E-07,8,0.148,0
122,1,8.79E-07,8,0.15,0
123,1,8.64E-07,8,0.152,0
124,1,8.47E-07,8,0.154,0
125,1,8.28E-07,8,0.156,0
126,1,8.07E-07,8,0.158,0
127,1,7.83E-07,8,0.16,0
128,1,7.56E-07,8,0.162,0
129,1,7.26E-07,8,0.164,0
130,1,6.95E-07,8,0.166,0
131,1,6.63E-07,8,0.168,0
132,1,6.30E-07,8,0.17,0
133,1,5.97E-07,8,0.172,0
134,1,5.66E-07,8,0.174,0
135,1,5.36E-07,8,0.176,0
136,1,5.09E-07,8,0.178,0
137,1,4.85E-07,8,0.18,0
138,1,4.63E-07,8,0.182,0
139,1,4.45E-07,8,0.184,0
140,1,4.30E-07,8,0.186,0
141,1,4.17E-07,8,0.188,0
142,1,4.06E-07,8,0.19,0
143,1,3.98E-07,8,0.192,0
144,1,3.90E-07,8,0.194,0
145,1,3.83E-07,8,0.196,0
146,1,3.76E-07,8,0.198,0
147,1,3.69E-07,8,0.2,0
148,1,3.60E-07,8,0.202,0
149,1,3.51E-07,8,0.204,0
150,1,3.40E-07,8,0.206,0
0,1,0,9,-0.094,0
1,1,-2.43E-09,9,-0.092,0
2,1,-4.84E-09,9,-0.09,0
3,1,-7.25E-09,9,-0.088,0
4,1,-9.64E-09,9,-0.086,0
5,1,-1.20E-08,9,-0.084,0
6,1,-1.44E-08,9,-0.082,0
7,1,-1.67E-08,9,-0.08,0
8,1,-1.91E-08,9,-0.078,0
9,1,-2.14E-08,9,-0.076,0
10,1,-2.37E-08,9,-0.074,0
11,1,-2.60E-08,9,-0.072,0
12,1,-2.83E-08,9,-0.07,0
13,1,-3.06E-08,9,-0.068,0
14,1,-3.28E-08,9,-0.066,0
15,1,-3.50E-08,9,-0.064,0
16,1,-3.72E-08,9,-0.062,0
17,1,-3.94E-08,9,-0.06,0
18,1,-4.16E-08,9,-0.058,0
19,1,-4.37E-08,9,-0.056,0
20,1,-4.58E-08,9,-0.054,0
21,1,-4.79E-08,9,-0.052,0
22,1,-5.00E-08,9,-0.05,0
23,1,-5.21E-08,9,-0.048,0
24,1,-5.41E-08,9,-0.046,0
25,1,-5.62E-08,9,-0.044,0
26,1,-5.82E-08,9,-0.042,0
27,1,-6.02E-08,9,-0.04,0
28,1,-6.21E-08,9,-0.038,0
29,1,-6.41E-08,9,-0.036,0
30,1,-6.60E-08,9,-0.034,0
31,1,-6.80E-08,9,-0.032,0
32,1,-6.99E-08,9,-0.03,0
33,1,-7.17E-08,9,-0.028,0
34,1,-7.36E-08,9,-0.026,0
35,1,-7.55E-08,9,-0.024,0
36,1,-7.73E-08,9,-0.022,0
37,1,-7.91E-08,9,-0.02,0
38,1,-8.09E-08,9,-0.018,0
39,1,-8.26E-08,9,-0.016,0
40,1,-8.43E-08,9,-0.014,0
41,1,-8.61E-08,9,-0.012,0
42,1,-8.77E-08,9,-0.01,0
43,1,-8.94E-08,9,-0.008,0
44,1,-9.11E-08,9,-0.006,0
45,1,-9.13E-08,9,-0.004,0
46,1,-7.83E-08,9,-0.002,0
47,1,-3.84E-08,9,0,0
48,1,3.68E-08,9,0.002,0
49,1,3.05E-07,9,0.004,0
50,1,1.32E-06,9,0.006,0
51,1,3.14E-06,9,0.008,0
52,1,5.47E-06,9,0.01,0
53,1,7.94E-06,9,0.012,0
54,1,1.02E-05,9,0.014,0
55,1,1.21E-05,9,0.016,0
56,1,1.35E-05,9,0.018,0
57,1,1.45E-05,9,0.02,0
58,1,1.45E-05,9,0.022,0
59,1,1.34E-05,9,0.024,0
60,1,1.18E-05,9,0.026,0
61,1,1.03E-05,9,0.028,0
62,1,9.03E-06,9,0.03,0
63,1,8.28E-06,9,0.032,0
64,1,7.99E-06,9,0.034,0
65,1,8.05E-06,9,0.036,0
66,1,8.31E-06,9,0.038,0
67,1,8.62E-06,9,0.04,0
68,1,8.87E-06,9,0.042,0
69,1,9.01E-06,9,0.044,0
70,1,9.01E-06,9,0.046,0
71,1,8.91E-06,9,0.048,0
72,1,8.74E-06,9,0.05,0
73,1,8.53E-06,9,0.052,0
74,1,8.32E-06,9,0.054,0
75,1,8.13E-06,9,0.056,0
76,1,7.98E-06,9,0.058,0
77,1,7.88E-06,9,0.06,0
78,1,7.82E-06,9,0.062,0
79,1,7.78E-06,9,0.064,0
80,1,7.77E-06,9,0.066,0
81,1,7.76E-06,9,0.068,0
82,1,7.75E-06,9,0.07,0
83,1,7.72E-06,9,0.072,0
84,1,7.68E-06,9,0.074,0
85,1,7.62E-06,9,0.076,0
86,1,7.52E-06,9,0.078,0
87,1,7.40E-06,9,0.08,0
88,1,7.25E-06,9,0.082,0
89,1,7.07E-06,9,0.084,0
90,1,6.87E-06,9,0.086,0
91,1,6.64E-06,9,0.088,0
92,1,6.40E-06,9,0.09,0
93,1,6.15E-06,9,0.092,0
94,1,5.90E-06,9,0.094,0
95,1,5.66E-06,9,0.096,0
96,1,5.42E-06,9,0.098,0
97,1,5.20E-06,9,0.1,0
98,1,5.00E-06,9,0.102,0
99,1,4.82E-06,9,0.104,0
100,1,4.66E-06,9,0.106,0
101,1,4.52E-06,9,0.108,0
102,1,4.41E-06,9,0.11,0
103,1,4.31E-06,9,0.112,0
104,1,4.22E-06,9,0.114,0
105,1,4.15E-06,9,0.116,0
106,1,4.08E-06,9,0.118,0
107,1,4.01E-06,9,0.12,0
108,1,3.93E-06,9,0.122,0
109,1,3.85E-06,9,0.124,0
110,1,3.77E-06,9,0.126,0
111,1,3.67E-06,9,0.128,0
112,1,3.56E-06,9,0.13,0
113,1,3.44E-06,9,0.132,0
114,1,3.31E-06,9,0.134,0
115,1,3.18E-06,9,0.136,0
116,1,3.04E-06,9,0.138,0
117,1,2.90E-06,9,0.14,0
118,1,2.76E-06,9,0.142,0
119,1,2.62E-06,9,0.144,0
120,1,2.50E-06,9,0.146,0
121,1,2.38E-06,9,0.148,0
122,1,2.28E-06,9,0.15,0
123,1,2.19E-06,9,0.152,0
124,1,2.11E-06,9,0.154,0
125,1,2.04E-06,9,0.156,0
126,1,1.98E-06,9,0.158,0
127,1,1.93E-06,9,0.16,0
128,1,1.89E-06,9,0.162,0
129,1,1.85E-06,9,0.164,0
130,1,1.82E-06,9,0.166,0
131,1,1.78E-06,9,0.168,0
132,1,1.75E-06,9,0.17,0
133,1,1.71E-06,9,0.172,0
134,1,1.66E-06,9,0.174,0
135,1,1.61E-06,9,0.176,0
136,1,1.56E-06,9,0.178,0
137,1,1.50E-06,9,0.18,0
138,1,1.44E-06,9,0.182,0
139,1,1.37E-06,9,0.184,0
140,1,1.30E-06,9,0.186,0
141,1,1.24E-06,9,0.188,0
142,1,1.17E-06,9,0.19,0
143,1,1.11E-06,9,0.192,0
144,1,1.05E-06,9,0.194,0
145,1,9.99E-07,9,0.196,0
146,1,9.52E-07,9,0.198,0
147,1,9.12E-07,9,0.2,0
148,1,8.77E-07,9,0.202,0
149,1,8.48E-07,9,0.204,0
150,1,8.25E-07,9,0.206,0
0,1,0,10,-0.094,0
1,1,4.77E-11,10,-0.092,0
2,1,9.30E-11,10,-0.09,0
3,1,1.36E-10,10,-0.088,0
4,1,1.75E-10,10,-0.086,0
5,1,2.12E-10,10,-0.084,0
6,1,2.46E-10,10,-0.082,0
7,1,2.78E-10,10,-0.08,0
8,1,3.07E-10,10,-0.078,0
9,1,3.35E-10,10,-0.076,0
10,1,3.62E-10,10,-0.074,0
11,1,3.88E-10,10,-0.072,0
12,1,4.15E-10,10,-0.07,0
13,1,4.41E-10,10,-0.068,0
14,1,4.69E-10,10,-0.066,0
15,1,4.98E-10,10,-0.064,0
16,1,5.27E-10,10,-0.062,0
17,1,5.58E-10,10,-0.06,0
18,1,5.90E-10,10,-0.058,0
19,1,6.23E-10,10,-0.056,0
20,1,6.57E-10,10,-0.054,0
21,1,6.91E-10,10,-0.052,0
22,1,7.24E-10,10,-0.05,0
23,1,7.58E-10,10,-0.048,0
24,1,7.91E-10,10,-0.046,0
25,1,8.23E-10,10,-0.044,0
26,1,8.53E-10,10,-0.042,0
27,1,8.82E-10,10,-0.04,0
28,1,9.10E-10,10,-0.038,0
29,1,9.37E-10,10,-0.036,0
30,1,9.62E-10,10,-0.034,0
31,1,9.86E-10,10,-0.032,0
32,1,1.01E-09,10,-0.03,0
33,1,1.03E-09,10,-0.028,0
34,1,1.05E-09,10,-0.026,0
35,1,1.08E-09,10,-0.024,0
36,1,1.10E-09,10,-0.022,0
37,1,1.12E-09,10,-0.02,0
38,1,1.14E-09,10,-0.018,0
39,1,1.17E-09,10,-0.016,0
40,1,1.19E-09,10,-0.014,0
41,1,1.22E-09,10,-0.012,0
42,1,1.24E-09,10,-0.01,0
43,1,1.27E-09,10,-0.008,0
44,1,1.29E-09,10,-0.006,0
45,1,2.73E-09,10,-0.004,0
46,1,1.73E-08,10,-0.002,0
47,1,5.88E-08,10,0,0
48,1,1.36E-07,10,0.002,0
49,1,4.05E-07,10,0.004,0
50,1,1.42E-06,10,0.006,0
51,1,3.25E-06,10,0.008,0
52,1,5.58E-06,10,0.01,0
53,1,8.04E-06,10,0.012,0
54,1,1.03E-05,10,0.014,0
55,1,1.22E-05,10,0.016,0
56,1,1.37E-05,10,0.018,0
57,1,1.47E-05,10,0.02,0
58,1,1.53E-05,10,0.022,0
59,1,1.58E-05,10,0.024,0
60,1,1.61E-05,10,0.026,0
61,1,1.63E-05,10,0.028,0
62,1,1.65E-05,10,0.03,0
63,1,1.67E-05,10,0.032,0
64,1,1.69E-05,10,0.034,0
65,1,1.63E-05,10,0.036,0
66,1,1.40E-05,10,0.038,0
67,1,1.04E-05,10,0.04,0
68,1,6.45E-06,10,0.042,0
69,1,2.65E-06,10,0.044,0
70,1,-5.57E-07,10,0.046,0
71,1,-2.97E-06,10,0.048,0
72,1,-4.60E-06,10,0.05,0
73,1,-5.59E-06,10,0.052,0
74,1,-6.14E-06,10,0.054,0
75,1,-6.42E-06,10,0.056,0
76,1,-6.59E-06,10,0.058,0
77,1,-6.71E-06,10,0.06,0
78,1,-6.83E-06,10,0.062,0
79,1,-6.94E-06,10,0.064,0
80,1,-7.02E-06,10,0.066,0
81,1,-7.02E-06,10,0.068,0
82,1,-6.94E-06,10,0.07,0
83,1,-6.76E-06,10,0.072,0
84,1,-6.48E-06,10,0.074,0
85,1,-6.12E-06,10,0.076,0
86,1,-5.71E-06,10,0.078,0
87,1,-5.27E-06,10,0.08,0
88,1,-4.83E-06,10,0.082,0
89,1,-4.40E-06,10,0.084,0
90,1,-4.02E-06,10,0.086,0
91,1,-3.69E-06,10,0.088,0
92,1,-3.42E-06,10,0.09,0
93,1,-3.21E-06,10,0.092,0
94,1,-3.07E-06,10,0.094,0
95,1,-2.98E-06,10,0.096,0
96,1,-2.94E-06,10,0.098,0
97,1,-2.93E-06,10,0.1,0
98,1,-2.95E-06,10,0.102,0
99,1,-2.98E-06,10,0.104,0
100,1,-3.01E-06,10,0.106,0
101,1,-3.04E-06,10,0.108,0
102,1,-3.04E-06,10,0.11,0
103,1,-3.02E-06,10,0.112,0
104,1,-2.96E-06,10,0.114,0
105,1,-2.88E-06,10,0.116,0
106,1,-2.76E-06,10,0.118,0
107,1,-2.61E-06,10,0.12,0
108,1,-2.44E-06,10,0.122,0
109,1,-2.25E-06,10,0.124,0
110,1,-2.06E-06,10,0.126,0
111,1,-1.86E-06,10,0.128,0
112,1,-1.68E-06,10,0.13,0
113,1,-1.51E-06,10,0.132,0
114,1,-1.36E-06,10,0.134,0
115,1,-1.23E-06,10,0.136,0
116,1,-1.14E-06,10,0.138,0
117,1,-1.07E-06,10,0.14,0
118,1,-1.04E-06,10,0.142,0
119,1,-1.03E-06,10,0.144,0
120,1,-1.04E-06,10,0.146,0
121,1,-1.07E-06,10,0.148,0
122,1,-1.10E-06,10,0.15,0
123,1,-1.14E-06,10,0.152,0
124,1,-1.18E-06,10,0.154,0
125,1,-1.21E-06,10,0.156,0
126,1,-1.22E-06,10,0.158,0
127,1,-1.23E-06,10,0.16,0
128,1,-1.21E-06,10,0.162,0
129,1,-1.18E-06,10,0.164,0
130,1,-1.13E-06,10,0.166,0
131,1,-1.06E-06,10,0.168,0
132,1,-9.88E-07,10,0.17,0
133,1,-9.04E-07,10,0.172,0
134,1,-8.17E-07,10,0.174,0
135,1,-7.31E-07,10,0.176,0
136,1,-6.50E-07,10,0.178,0
137,1,-5.77E-07,10,0.18,0
138,1,-5.15E-07,10,0.182,0
139,1,-4.66E-07,10,0.184,0
140,1,-4.32E-07,10,0.186,0
141,1,-4.11E-07,10,0.188,0
142,1,-4.05E-07,10,0.19,0
143,1,-4.10E-07,10,0.192,0
144,1,-4.24E-07,10,0.194,0
145,1,-4.44E-07,10,0.196,0
146,1,-4.68E-07,10,0.198,0
147,1,-4.93E-07,10,0.2,0
148,1,-5.15E-07,10,0.202,0
149,1,-5.31E-07,10,0.204,0
150,1,-5.41E-07,10,0.206,0